description,images,part,name,weight,associated
"750 - 1350 RPM<br> Dim A (1): 406 mm<br> Dim B (2): Bore Dia: 1.38""<br> Replaces: H132298","https://www.aiproducts.com/images/AH134873.JPG,https://www.aiproducts.com/images/AH134873(1).JPG","A-AH134873","Sheave, Separator Fan","23.46 lbs","null"
"Dim A (1): 81.62"" Long","https://www.aiproducts.com/images/AH135606.JPG","A-AH135606","Shaft Assy, w/Hub, Variable Drive Sheave & Mountings, Front","42.20 lbs","A-JD10011, A-JD9202"
"Replaces: AH94854","","A-AH136497","Assy., Dual Lip Seal",".15 lbs","null"
"Dim A (1): CA555 Endless<br> Dim B (2): 48 LINKS<br> Dim C (3): Chrome Pin<br> Dim D (4): Each flight extension has 2 predrilled holes for applications w/ paddles.","https://www.aiproducts.com/images/251(1).JPG,https://www.aiproducts.com/images/251(2).JPG,https://www.aiproducts.com/images/251(5).JPG,https://www.aiproducts.com/images/AH136671.JPG","A-AH136671","Chain, Gathering; Chrome Pin","9.72 lbs","null"
"Chain: CA550","https://www.aiproducts.com/images/AH137631(1).JPG,https://www.aiproducts.com/images/AH137631(2).JPG,https://www.aiproducts.com/images/AH137631(3).JPG","A-AH137631","Offset Link (CA550-Chrome Pin)",".22 lbs","null"
"","https://www.aiproducts.com/images/AH138230.JPG","A-AH138230","Link, Sieve to Grain Pan","2.32 lbs","null"
"Dim A (1): Slotted Holes","https://www.aiproducts.com/images/AH139387.JPG,https://www.aiproducts.com/images/AH139387(1).JPG","A-AH139387","Door; Lower Clean Grain Auger Trough (Perforated)","22.00 lbs","null"
"Replaces: AH118251","https://www.aiproducts.com/images/AH139391.JPG,https://www.aiproducts.com/images/AH139391(1).JPG,https://www.aiproducts.com/images/AH139391(2).JPG","A-AH139391","Door Assembly, Clean Grain; Solid w/ Protective Plate","39.00 lbs","null"
"SLOW SPEED<br> Dim A (1): Chain: 60<br> Dim B (2): Teeth: 60<br> Dim C (3): Bore Dia: 1.381""<br> Dim D (4): Overall Length: 1.575""","https://www.aiproducts.com/images/AH140001.JPG","A-AH140001","Sprocket Assy, Grain Tank Cross Auger","21.16 lbs","null"
"","https://www.aiproducts.com/images/515-076(1).JPG,https://www.aiproducts.com/images/515-076(2).JPG","A-AH140805","Sub To 515-076",".30 lbs","null"
"Dim A (1): A - 79.375""<br> Dim B (2): B - 1.375""<br> Dim C (3): C - 1.187""<br> Dim D (4): D - .984""<br> Flighting Diameter: 8.500""<br> Replaces: AH133373, AH128732<br> Rotation: Right Hand","https://www.aiproducts.com/images/AH141577(1).JPG,https://www.aiproducts.com/images/AH141577.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH141577","Auger, Clean Grain, Lower","57.00 lbs","null"
"Drum Is Designed To Improve Feeding, Reduce Loss And Increase Speed. In Side By Side Testing With Standard Drums, The Posifeed Roller Consistantly Delivered Superior Results.<br> Dim A (1): Paddle Style Drum Provides More Aggressive And Smooth Feeding In Light Or Heavy Crops.<br> Dim B (2): Installation Is Determined By Feeding Level Required - Aggressive Or More Aggressive.<br> Diameter: 10-3/4""<br> Length: 52-1/4""","https://www.aiproducts.com/images/AH142394-PF(1).JPG,https://www.aiproducts.com/images/AH142394-PF(2).JPG,https://www.aiproducts.com/images/AH142394-PF.JPG","A-AH142394-PF","Feed Roll Drum, Posifeed Design","90.00 lbs","A-H123734, A-H138753, A-JD8552"
"Includes bushing: part number G6579E<br> Dim A (1): 13 Tooth<br> Dim B (2): 3.475"" O.D.<br> Dim C (3): 1.756"" I.D.","https://www.aiproducts.com/images/AH143100.JPG","A-AH143100","Sprocket, Drive; 13 Tooth / 60 Chain","2.45 lbs","null"
"For w/ 2 piece augers used w/ A-AH112435 above for 17' auger<br> Dim A (1): A - 129.125""<br> Dim B (2): B - 3.500""<br> Dim C (3): C - 1.000""<br> Dim D (4): 11.750"" LH flighting<br> Balanced: Yes <br> Replaces: AH140332","https://www.aiproducts.com/images/AH143727.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH143727","Auger, Unloading, Horizontal","90.00 lbs","null"
"","https://www.aiproducts.com/images/AH144477.JPG,https://www.aiproducts.com/images/AH144477(1).JPG","A-AH144477","Sheet, Straw Chopper; Wide Spread","19.00 lbs","null"
"solid, not perforated<br> Dim A (1): 180"" Long<br> Replaces: AH112865","https://www.aiproducts.com/images/AH87107.JPG","A-AH145050","Tube, Unloading Auger","275.00 lbs","null"
"Type: 6 Fin for 1-1/2"" Shaft","","A-AH146170","Beater, Back","105.00 lbs","null"
"Dim A (1): A - 94.500""<br> Dim B (2): B - 1.180""<br> Dim C (3): C - 1.375""<br> Dim D (4): D - 1.180""<br> Dim E (5): E - 1.125""<br> Dim F (6): 5.125"" LH flighting<br> Reference Number: 1<br> Replaces: AH126206, AH140213","https://www.aiproducts.com/images/AH146322.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH146322","Auger, Tailings, Lower","50.00 lbs","null"
"750-1350 RPM<br> Dim A (1): Dia: 18.11"" O.D.<br> Dim B (2): Bore Dia: 1.25""","https://www.aiproducts.com/images/AH146463.JPG","A-AH146463","Sheave Assy, Outer Drive, Separator Fan","28.01 lbs","null"
"Flighting Diameter: 6.00""<br> Overall Length: 40.75""<br> Rotation: Left Hand<br> Tube Size: 1.00""","https://www.aiproducts.com/images/AH146786.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH146786","Auger, Shoe; LH, Std. Wear","17.00 lbs","null"
"Bore: 0.987""<br> Chain: 50<br> Teeth: 19","https://www.aiproducts.com/images/AH147557.JPG","A-AH147557","Sprocket, Tailings Elevator Spout, Upper","1.70 lbs","null"
"Links-Chain: 115-CA550<br> Paddle Size: 5.90"" X 3""<br> Quantity-Paddle: 19-H135235","https://www.aiproducts.com/images/AH148021(1).JPG,https://www.aiproducts.com/images/AH148021(2).JPG,https://www.aiproducts.com/images/71149583.JPG","A-AH148021","Chain, Return Elevator","27.20 lbs","A-CA550C, A-CA550O"
"","https://www.aiproducts.com/images/AH149181.JPG","A-AH149181","Boot, Clean Grain Elevator","28.00 lbs","null"
"Dim A (1): 490-980 RPM<br> Dim B (2): Dia: 12.99"" O.D.<br> Dim C (3): Bore Dia: 1.37""","https://www.aiproducts.com/images/AH149357.JPG","A-AH149357","Sheave Assy, Inner Drive, Separator Fan","14.55 lbs","null"
"","https://www.aiproducts.com/images/AH149878(1).JPG,https://www.aiproducts.com/images/AH149878(2).JPG,https://www.aiproducts.com/images/AH149878(3).JPG","A-AH149878","Floor Assembly; Straw Chopper","84.00 lbs","null"
"""Loewen"" front concave plates are thicker than OEM and made w/ extra support gussets to prevent bending and excessive wear.<br> Type: Heavy Duty 5/16"" Thickness w/ Extra Supports.","https://www.aiproducts.com/images/AH151118(1).JPG,https://www.aiproducts.com/images/AH151118(2).JPG,https://www.aiproducts.com/images/AH151118(3).JPG","A-AH151118","Plate, Front Concave","67.00 lbs","null"
"New engine fan driveshaft that is 12.63"" long.<br> Dim A (1): 12.63"" long","https://www.aiproducts.com/images/AH151439(1).JPG,https://www.aiproducts.com/images/AH151439(2).JPG,https://www.aiproducts.com/images/AH151439.JPG","A-AH151439","Driveshaft-Universal, Engine Fan Drive","4.07 lbs","null"
"Replaces: AH128457, AH146572, AH149993<br> Type: Wide","https://www.aiproducts.com/images/AH153807.JPG","A-AH153807","Frame Assy, Precleaner, Chaffer","275.00 lbs","null"
"Dim A (1): .6325""bore<br> Includes: 10 Pcs. Per Package<br> Replaces: AH80384","https://www.aiproducts.com/images/AH154697.JPG","A-AH154697","Bushing, Isolator (10 Per Pk)",".17 lbs","null"
"","https://www.aiproducts.com/images/AH156157(1).JPG,https://www.aiproducts.com/images/AH156157(2).JPG,https://www.aiproducts.com/images/AH156157(3).JPG,https://www.aiproducts.com/images/AH156157(4).JPG,https://www.aiproducts.com/images/AH156157(5).JPG","A-AH156157","Plate; Stone Trap","25.84 lbs","null"
"seals not included<br> Dim A (1): Dia: 10.162"" O.D.<br> Dim B (2): Bore Dia: 1.25""<br> Replaces: AH146461","https://www.aiproducts.com/images/AH157219.JPG","A-AH157219","Sheave Assy, Inner Drive, Separator Fan","12.99 lbs","null"
"7/8"" x 93.5"" Wrapped Set/2 Aramid Cord<br> Color: Brown<br> Length: 93.5""<br> Material: Aramid Cord<br> Set Quantity: 2<br> Thickness: 0.853""<br> Type: Wrapped<br> Width: 7/8""","","A-AH158880","Belt, Unloading (Set/2)","3.05 lbs","null"
"","https://www.aiproducts.com/images/AH159703.JPG","A-AH159703","Feeder House Bottom","210.00 lbs","null"
"Links-Chain: 140-CA550<br> Paddle Size: 8 7/8"" x 4 3/4""<br> Quantity-Paddle: 33-H144667","https://www.aiproducts.com/images/71149583.JPG","A-AH162058","Chain, Clean Grain Elevator","59.00 lbs","null"
"Dim A (1): 46 teeth<br> Dim B (2): 53 teeth<br> Includes: GEAR # H135286 & H135287","https://www.aiproducts.com/images/AH162230.JPG,https://www.aiproducts.com/images/AH162230(1).JPG","A-AH162230","Gear Kit, Loading Auger","16.28 lbs","null"
"Dim A (1): 12.275"" O.D.<br> Dim B (2): 1.378"" I.D.<br> Dim C (3): 2 Groove","https://www.aiproducts.com/images/AH162529.JPG,https://www.aiproducts.com/images/AH162529(1).JPG,https://www.aiproducts.com/images/AH162529(2).JPG","A-AH162529","Sheave, Chopper Rotor; Standard","24.80 lbs","null"
"","https://www.aiproducts.com/images/AH164325(1).JPG","A-AH164325","Kit, Hydraulic Cylinder",".03 lbs","null"
"Replacement Bulb For 28A910 (Agri-Brite) Assembly<br> Replaces: TY16343","https://www.aiproducts.com/images/AH165877.JPG,https://www.aiproducts.com/images/4929390(1).JPG,https://www.aiproducts.com/images/4929390(2).JPG,https://www.aiproducts.com/images/4929390(3).JPG","A-AH165877","Sealed Beam,  Replacement, 12 Volt.",".70 lbs","null"
"Size: CA550","","A-AH166639","Offset Link",".19 lbs","null"
"Dim A (1): 10.158"" O.D.","https://www.aiproducts.com/images/AH167534.JPG","A-AH167534","Sheave, Outer; Fan Driven","8.70 lbs","null"
"For use w/ A&I two piece threshing element. Easily attaches w/ 2 bolts.<br> Quantity: Set of 3<br> Type: 9 Tooth Hardened Bars","https://www.aiproducts.com/images/AH167739-H9RB(1).JPG,https://www.aiproducts.com/images/AH167739-H9RB(2).JPG,https://www.aiproducts.com/images/AH167739-H9RB(3).JPG","A-AH167739-H9RB","Bar, Threshing Element Replaceable, (Set of 3)","9.87 lbs","null"
"This is a brand new high wear (LH) Cleaning Shoe Auger that is 40.625"" long, has a 1"" tube, and 6"" LH flighting. It fits multiple John Deere Combine models.<br> Application: Rice<br> Flighting Diameter: 6.00""<br> Overall Length: 40.625""<br> Rotation: Left Hand<br> Shaft Diameter: 1.000""","https://www.aiproducts.com/images/AH168284.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH168284","Auger, Cleaning Shoe, High Wear (LH)","15.00 lbs","null"
"Flighting Diameter: 5.00""<br> Material: Stainless Steel<br> Overall Length: 57.50""<br> Rotation: Right Hand<br> Tube Size: 1.00""","https://www.aiproducts.com/images/AH169021.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH169021","Auger, Shoe Grain Supply (Stainless Steel, RH)","18.00 lbs","null"
"Replaces: AH131808, AH137288, AH136239, AH141573, AH156177","https://www.aiproducts.com/images/AH169233.JPG","A-AH169233","Elevator, Tailings","255.00 lbs","null"
"New rotary screen idler fits multiple John Deere combine and forage harvester models.<br> Bore: .356""<br> Outside Diameter: 3.510""","https://www.aiproducts.com/images/AH169549(2).JPG,https://www.aiproducts.com/images/AH169549.JPG","A-AH169549","Idler, Rotary Screen",".85 lbs","null"
"REGULAR<br> Dim A (1): A - 39.75""<br> Dim B (2): B - 4.50""<br> Dim C (3): 13.00"" LH flighting","https://www.aiproducts.com/images/AH171550.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH171550","Auger, Unloading, Vertical","63.40 lbs","null"
"","https://www.aiproducts.com/images/AH171836(1).JPG","A-AH171836","Plate; Concave Interrupter","2.52 lbs","null"
"Length: 35.71""<br> Required: 2 Per Machine<br> Spacing: 1 5/8""<br> Width: 31.10""","https://www.aiproducts.com/images/LONG_FINGER.JPG,https://www.aiproducts.com/images/B91517.JPG","A-AH172944","Precleaner Assy, Adjustable Long Finger","35.00 lbs","null"
"Length: 17.92""<br> Replaces: AH149555<br> Spacing: 1 1/8""<br> Type: 1 Piece<br> Width: 52.05""","","A-AH172953","Extension, Short Finger","39.00 lbs","null"
"All W/ Fixed Or Adjustable Rear Axles.<br> Dim A (1): A- 10.70""<br> Dim B (2): B- 2.75""<br> Dim C (3): C- 2.249""<br> Dim D (4): D- 1.00- 14 UNS RH Thrd.<br> Replaces: AH125654","https://www.aiproducts.com/images/AH173844.JPG,https://www.aiproducts.com/images/AH173844(1).JPG","A-AH173844","Spindle (LH)","46.00 lbs","null"
"","","A-AH201038","Bearing, Reel Pump",,"null"
"Replaces: JD10312","https://www.aiproducts.com/images/6000%20SERIES%20GROUP%20W_DIMS.JPG","A-AH201531","Ball Bearing","1.07 lbs","null"
"Dim A (1): A- 95.06""<br> Dim B (2): B- 1.246""<br> Dim C (3): C- 2.875""<br> Flighting Diameter: 15.25"" LH","https://www.aiproducts.com/images/AH201797(1).JPG,https://www.aiproducts.com/images/AH201797(2).JPG,https://www.aiproducts.com/images/AH201797(3).JPG,https://www.aiproducts.com/images/AH201797(4).JPG,https://www.aiproducts.com/images/AH201797.JPG,https://www.aiproducts.com/images/9SER.JPG","A-AH201797","Auger, Horizontal Unloading; High Unloading Rate","101.00 lbs","null"
"","https://www.aiproducts.com/images/AH202864.JPG","A-AH202864","Liner, Grain Tank Auger Trough; Stainless Steel","23.00 lbs","null"
"Dim A (1): A -112.75""<br> Dim B (2): B - 1.375""<br> Dim C (3): C - 1.375""<br> Dim D (4): D - 2.00""<br> Flighting Diameter: 9.50"" RH<br> Overall Length: 112.75""<br> Replaces: AH202959<br> Shaft Diameter: 1.375""<br> Tube Size: 2.00""","https://www.aiproducts.com/images/AH202959.JPG,https://www.aiproducts.com/images/AXE18082(1).JPG,https://www.aiproducts.com/images/9SER.JPG,https://www.aiproducts.com/images/AXE18082(2).JPG,https://www.aiproducts.com/images/AXE18082(3).JPG,https://www.aiproducts.com/images/AXE18082(4).JPG","A-AXE18082","Auger, Grain Tank Cross, Rear; High Unloading Rate","72.00 lbs","null"
"RH End Section Only Of A Segmented 35' Sickle Assembly.<br> Length: 103""","https://www.aiproducts.com/images/AH204247(1).JPG","A-AH204247","Sickle, RH End Section; Coarse","13.00 lbs","null"
"Replaces: AH151970, AH128463","https://www.aiproducts.com/images/AH204975.JPG","A-AH204975","Chaffer Frame Assembly","280.00 lbs","null"
"** If installing in 50 Series, AH210894 latch kit is required ** helical bar concave features angled cross bars for more aggressive threshing.<br> Quantity: 1<br> Type: Small Grain, Helical Bars","https://www.aiproducts.com/images/AH205254HB.JPG","A-AH205254HB","Concave, Front (Small Grain, Helical Bars)","125.00 lbs","null"
"If installing in 50 Series, AH210894 latch kit is required.<br> Replaces: AH150588<br> Type: Large Wire","https://www.aiproducts.com/images/AH205260.JPG","A-AH205260","Concave, Middle/Rear (Large Wire)","78.00 lbs","null"
"8 Straight Blades Per Kit<br> Dim A (1): Single Bevel Edge<br> Dim B (2): Fine Cut<br> Hole Size: .770""<br> Length: 7.125""<br> Width: 2.00""","https://www.aiproducts.com/images/AH205910(1).JPG,https://www.aiproducts.com/images/AH205910(2).JPG","A-AH205910","Blade, Straw Chopper, Fine Cut Set","3.90 lbs","null"
"If installing in 50 Series, AH210894 latch kit is required.<br> Quantity Required: 2 (Sold Individually)<br> Type: Round Bar","https://www.aiproducts.com/images/AH206456.JPG","A-AXE28957","Concave, Round Bar; Middle/Rear, Extended Wear","82.00 lbs","null"
"T-Slats w/ Chrome Pins<br> Dim A (1): 34 Slats<br> C to C Of Sprocket: 23 3/4""<br> Links: 101<br> Quantity-Chain: 3-CA557","https://www.aiproducts.com/images/AH207777-557.JPG","A-AH207777-557","Chain, Feeder House; Wide Spaced (557 Chain)","190.00 lbs","null"
"Replaces: AH122018","https://www.aiproducts.com/images/AH207921(1).JPG,https://www.aiproducts.com/images/AH207921(2).JPG,https://www.aiproducts.com/images/AH122018.JPG","A-AH207921","Kit, U-Joint Cross","3.50 lbs","null"
"Replaces: AH207683","https://www.aiproducts.com/images/AH208573.JPG","A-AH208573","Cover, Threshing Section","155.00 lbs","null"
"Type: Large Wire, High Wear, Corn & Soybean","https://www.aiproducts.com/images/CJDSTS.JPG","A-AH209090","Concave, Front (High Wear, Corn & Soybean)","88.00 lbs","null"
"For use w/ A&I two piece threshing element. Easily attaches w/ 2 bolts.<br> Quantity: Set of 3<br> Type: 9 Tooth Chrome Bar","https://www.aiproducts.com/images/AH209118-9RB(1).JPG,https://www.aiproducts.com/images/AH209118-9RB(2).JPG,https://www.aiproducts.com/images/AH209118-9RB(3).JPG","A-AH209118-9RB","Bar, Threshing Element Replaceable, (Set of 3)","9.00 lbs","null"
"Replaces: AH128530, AH135380<br> Type: Lip Type Louvers","https://www.aiproducts.com/images/AH209840(2).JPG,https://www.aiproducts.com/images/AH209840(1).JPG,https://www.aiproducts.com/images/AH209840(3).JPG,https://www.aiproducts.com/images/AH209840.JPG","A-AH209840","Straw Walker","265.00 lbs","A-BH79481"
"Length: 54.75""<br> Replaces: AH148909, AH208290<br> Spacing: 1 1/8""<br> Width: 51.87""","https://www.aiproducts.com/images/BLUNT_FINGER.JPG,https://www.aiproducts.com/images/B91517.JPG","A-AH211944","Sieve, Bottom; Blunt Finger","105.00 lbs","null"
"Length: 63.25""<br> Spacing: 1 1/8""<br> Type: Touchset (Electronically Adjusted)<br> Width: 51.87""","https://www.aiproducts.com/images/AH212239(1).JPG,https://www.aiproducts.com/images/AH212239(2).JPG","A-AH212239","Chaffer, Top; Short Finger","127.00 lbs","null"
"Length: 63.25""<br> Spacing: 1 5/8""<br> Type: Manual Adjust<br> Width: 51.87""","https://www.aiproducts.com/images/LONG_FINGER.JPG,https://www.aiproducts.com/images/B91517.JPG","A-AH212248","Chaffer, Deep Tooth","100.00 lbs","null"
"AH166545, AH208678<br> Length: 54.75""<br> Spacing: 3/8"" (9.5 MM)<br> Width: 51.87""","https://www.aiproducts.com/images/B91517.JPG","A-AH213860","Sieve, Bottom, Round Hole","70.00 lbs","null"
"For 90MM Single Acting Cylinder","https://www.aiproducts.com/images/AH214612(1).JPG,https://www.aiproducts.com/images/AH214612(2).JPG","A-AH214612","Kit; Hydraulic Lift Cylinder Repair",".49 lbs","null"
"Replaces: AH130605, AH208639, AH212578","https://www.aiproducts.com/images/AH215111(1).JPG","A-AH215111","Reservoir Assy, Brake Fluid",".25 lbs","null"
"Marked H212563<br> Used on Row 1 on John Deere Bullet Rotors<br> Type: Hardened","https://www.aiproducts.com/images/AH216674(1).JPG,https://www.aiproducts.com/images/AH216674(2).JPG,https://www.aiproducts.com/images/AH216674(3).JPG,https://www.aiproducts.com/images/AH216674(4).JPG,https://www.aiproducts.com/images/AH216674(5).JPG","A-AH216674","Kit, Threshing Element; 1st Row; Corn & Grain, High Wear, Set of 3 (Bullet Rotor)","76.00 lbs","A-TBR401, A-TEBBR2"
"Length: 49.000""<br> Outside Diameter: 10.750""","https://www.aiproducts.com/images/AH216876(1).JPG,https://www.aiproducts.com/images/AH216876(3).JPG,https://www.aiproducts.com/images/AH216876(2).JPG","A-AH216876","Drum Assembly; Narrow","70.00 lbs","null"
"30 Slats<br> Serrated Slat H211160, Chrome Pins; 30 Slats<br> C to C Of Sprocket: 23 3/4""<br> Links: 91<br> Quantity-Chain: 3-CA557","https://www.aiproducts.com/images/FEEDERHSE.JPG","A-AH217634","Chain, Feeder House; Serrated Slat, Wide Spaced","200.00 lbs","null"
"This is a brand new Feeder Roller Arm that fits multiple John Deere Combine models.","https://www.aiproducts.com/images/AH218367.JPG","A-AH218367","Arm, Feeder Roller","5.40 lbs","null"
